,category,product_title,product_ribbon,product_prev_price,product_curr_price,product_app_price,product_weight
414,face,Pastel Terracota Blush On 1,,nan,"৳ 1,300.00",App Price: ৳ 1261.00,9gm
415,face,Wet n Wild color icon Blush Apri Cot In The Middle E3272,,nan,৳ 440.00,App Price: ৳ 427.00,5.85gm
416,face,W7 12 Hour Hd Foundation Honey,,nan,৳ 650.00,App Price: ৳ 631.00,30ml
417,face,Athena Beaute 200 Cotton Wool Balls,,nan,৳ 350.00,App Price: ৳ 340.00,
418,face,Wet N Wild Photo Focus Dewy Foundation Soft Beige,,nan,৳ 980.00,App Price: ৳ 951.00,28ml
419,face,Wet N Wild Photo Focus Dewy Foundation Classic Beige,,nan,৳ 950.00,App Price: ৳ 922.00,28ml
420,face,MAKEUP REVOLUTION Conceal and Define Concealer C7 4g,,nan,৳ 880.00,App Price: ৳ 854.00,4gm
421,face,NICKA K 24K GOLD FACE PRIMER,,nan,৳ 900.00,App Price: ৳ 873.00,30ml
422,face,Wet n Wild color icon Blush Apri Cot In The Middle E3272,,nan,৳ 440.00,App Price: ৳ 427.00,5.85gm
423,face,Glow & Lovely Face Cream (BB) Blemish Balm 40g,,nan,৳ 240.00,,40gm
424,face,Pastel Advance Powder45,,nan,৳ 650.00,App Price: ৳ 631.00,11gm
425,face,Pastel Advance Powder 35,,nan,৳ 650.00,App Price: ৳ 631.00,11gm
